citation_id,title,authors,year,doi,decision,reasoning,model,screened_at
166,An 18-year-old woman with pulmonary nodules found to have cytotoxic T-lymphocyte-associated antigen 4 deficiency.,,,10.1136/bcr-2019-231600,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Assessing Inclusion Criteria:**
1. Original research articles - The title suggests this may be a case report describing a patient
2. Studies examining CTLA-4 - Yes, the title specifically mentions ""cytotoxic T-lymphocyte-associated antigen 4 deficiency"" (CTLA-4 is one of the checkpoint receptors of interest)
3. Studies in AIH patients or animal models - Unknown from title alone; no mention of autoimmune hepatitis
4. Comparison to controls - Cannot determine from title
5. Published in English - Title is in English

**Assessing Exclusion Criteria:**
1. Conference abstracts without full text - Cannot determine publication type from title alone
2. Review articles, editorials, etc. - The phrasing ""An 18-year-old woman with..."" suggests a case presentation rather than a review
3. Case reports with fewer than 3 patients - This appears to be a single patient case (n=1), which would meet this exclusion criterion
4. Studies exclusively on ICI-DILI - This appears to be about CTLA-4 deficiency (a genetic condition), not drug-induced liver injury
5. Studies on PBC/PSC without AIH - Cannot determine from title

**Key Considerations:**
- The title describes CTLA-4 deficiency, which is a primary immunodeficiency syndrome that CAN be associated with autoimmune hepatitis among other autoimmune manifestations
- However, the title focuses on ""pulmonary nodules"" as the presenting feature, not liver disease
- This appears to be a single case report (n=1), which falls under exclusion criterion #3
- Without an abstract, I cannot confirm whether AIH was present or discussed in this patient
- The abstract is completely unavailable, making it difficult to determine relevance

**Decision Logic:**
While the instruction suggests leaning toward INCLUDE when information is insufficient, this citation has two significant issues: (1) it appears to be a single patient case report, explicitly excluded by criterion #3, and (2) there is no indication in the title that autoimmune hepatitis is involved - the focus is on pulmonary manifestations.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:24:28.665047
301,Anti-programmed cell death-1 antibody as a new serological marker for type 1 autoimmune hepatitis.,,,10.1111/jgh.12340,include,"1. **Study type assessment**: The title suggests this is an original research article investigating anti-PD-1 antibodies as a serological marker. This appears to be original research rather than a review, editorial, or commentary.

2. **Relevant checkpoint receptor**: The study focuses on PD-1 (programmed cell death-1), which is explicitly listed as one of the checkpoint receptors of interest in the inclusion criteria.

3. **Disease condition**: The title specifically mentions ""type 1 autoimmune hepatitis,"" which directly matches the condition of interest (AIH).

4. **Study focus**: The study appears to examine anti-PD-1 antibodies in the context of AIH diagnosis/serology, which relates to the expression/functional role of this checkpoint receptor in AIH pathogenesis.

5. **Exclusion criteria check**:
   - Not identified as a conference abstract
   - Not a review article, editorial, or commentary based on the title
   - Not a case report with <3 patients (title suggests broader serological marker study)
   - Not exclusively about checkpoint inhibitor drug-induced liver injury (ICI-DILI)
   - Focuses on AIH, not PBC or PSC

6. **Abstract availability**: The abstract is not available, which limits full assessment. However, following the high sensitivity approach instructed, I should lean towards INCLUDE when information is insufficient.

7. **Language**: No indication that this is not in English.

The title strongly suggests this is a relevant original research study examining PD-1 in the context of autoimmune hepatitis, meeting the core inclusion criteria.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:24:38.147732
218,Antiphospholipid syndrome-induced ischemic stroke following pembrolizumab: Case report and systematic review.,,,10.1016/j.lungcan.2021.07.021,exclude,"1. **Study Type Assessment**: The title indicates this is a ""case report and systematic review"" about antiphospholipid syndrome-induced ischemic stroke following pembrolizumab treatment.

2. **Topic Relevance**:
   - The study focuses on antiphospholipid syndrome and ischemic stroke as complications of pembrolizumab (an immune checkpoint inhibitor)
   - Pembrolizumab is a PD-1 inhibitor, which is one of the checkpoint receptors listed in the inclusion criteria
   - However, the study appears to focus on neurological/hematological complications (stroke, antiphospholipid syndrome) rather than liver disease

3. **Disease Condition**:
   - The study does not mention autoimmune hepatitis (AIH) in the title
   - It focuses on antiphospholipid syndrome and stroke, not liver pathology
   - This does not meet the inclusion criterion requiring studies in AIH patients or animal models of AIH

4. **Exclusion Criteria Check**:
   - This appears to be a case report (likely <3 patients based on singular ""case report"") combined with a systematic review
   - The case report portion would be excluded under criterion #3 (case reports with fewer than 3 patients)
   - More importantly, this study focuses on checkpoint inhibitor drug complications (stroke/antiphospholipid syndrome), not on the role of checkpoint receptors in AIH pathogenesis

5. **Abstract Availability**: No abstract is available, but the title is sufficiently clear about the study's focus on stroke complications from pembrolizumab, not AIH.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:24:46.947236
201,Association of CTLA4 single nucleotide polymorphisms with viral but not autoimmune liver disease.,,,10.1097/MEG.0b013e3282efa240,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Analyzing the Title:**
- The study examines ""CTLA4 single nucleotide polymorphisms"" - CTLA-4 is one of the checkpoint receptors explicitly listed in the inclusion criteria (#2)
- The title states the study examines ""viral but not autoimmune liver disease""
- This phrasing suggests the study DID examine autoimmune liver disease (likely including AIH) but found no association with CTLA4 polymorphisms in that group
- The comparison appears to be between viral liver disease and autoimmune liver disease

**Checking Inclusion Criteria:**
1. Appears to be original research (studying genetic variants/SNPs)
2. ✓ Studies CTLA-4 genetic variants (explicitly mentioned)
3. Likely includes AIH patients (autoimmune liver disease mentioned)
4. ✓ Appears to compare disease groups
5. Unknown language, but no reason to suspect otherwise

**Checking Exclusion Criteria:**
1. Unknown if conference abstract - no full information provided
2. The title suggests original data (SNP association study)
3. Not a case report
4. Not about checkpoint inhibitor drug-induced liver injury
5. The study appears to focus on autoimmune liver disease (which would include AIH)

**Key Consideration:**
The title indicates ""viral but not autoimmune liver disease"" showed association with CTLA4 SNPs. This means autoimmune liver disease WAS studied, even though negative results were found. Negative findings are still relevant for a systematic review as they contribute to the overall evidence base.

**Missing Information:**
- No abstract available
- Cannot confirm if AIH specifically was included or if it was other autoimmune liver diseases (PBC, PSC)
- Cannot verify study design details

Given the high sensitivity approach recommended when information is insufficient, and that the study clearly examined CTLA-4 (a target checkpoint receptor) in autoimmune liver disease, this should be included for full-text review.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:24:59.466349
208,Association of a single nucleotide polymorphism upstream of ICOS with Japanese autoimmune hepatitis type 1.,,,10.1038/jhg.2016.155,exclude,"1. **Study Type Assessment**: The title suggests this is an original research article examining genetic associations (""Association of a single nucleotide polymorphism""). This appears to be original research rather than a review, editorial, or commentary.

2. **Disease Relevance**: The study explicitly focuses on ""autoimmune hepatitis type 1"" in Japanese patients, which directly meets inclusion criterion #3 (studies in patients with AIH).

3. **Checkpoint Receptor Relevance**: The study examines ICOS (Inducible T-cell COStimulator). However, ICOS is NOT listed among the specific checkpoint receptors in the inclusion criteria (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R). ICOS is a costimulatory molecule but is not one of the inhibitory checkpoint receptors specified in the protocol.

4. **Critical Issue**: The study focuses on ICOS, which is not among the specified checkpoint receptors of interest. The protocol is specifically about ""inhibitory checkpoint receptors"" and lists seven specific molecules. ICOS is actually a costimulatory (not inhibitory) molecule and is not on the specified list.

5. **Abstract Availability**: No abstract is available, which limits the assessment. However, the title is clear enough to determine that the focus is on ICOS, not the specified checkpoint receptors.

6. **Exclusion Criteria Check**: The study does not appear to meet any of the explicit exclusion criteria, but more importantly, it does not meet the core inclusion criteria regarding the specific checkpoint receptors of interest.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:25:09.229771
150,Association of cytotoxic T-lymphocyte antigen 4 gene polymorphisms with type 1 autoimmune hepatitis in Japanese.,,,10.1111/j.1872-034X.2008.00337.x,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Checking Inclusion Criteria:**

1. **Original research articles** - The title suggests this is an original research study examining genetic associations (polymorphisms), not a review or commentary.

2. **Studies examining expression, function, or genetic variants of specified checkpoint receptors** - Yes, this study examines CTLA-4 (cytotoxic T-lymphocyte antigen 4) gene polymorphisms, which is explicitly listed as one of the checkpoint receptors of interest (CTLA-4).

3. **Studies in patients with autoimmune hepatitis or animal models** - Yes, the study is specifically about ""type 1 autoimmune hepatitis"" in Japanese patients.

4. **Studies comparing AIH to healthy controls or other liver disease controls** - While not explicitly stated in the title, genetic association studies typically involve comparison groups. This cannot be fully confirmed without the abstract.

5. **Published in English** - Cannot be confirmed from the title alone, but the title is in English, suggesting the article is likely in English.

**Checking Exclusion Criteria:**

1. **Conference abstracts without full text** - No indication this is a conference abstract; appears to be a full article.

2. **Review articles, editorials, commentaries, letters without original data** - The title suggests original research on genetic associations.

3. **Case reports with fewer than 3 patients** - Genetic association studies require larger sample sizes, so unlikely to be a small case report.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury** - No, this is about autoimmune hepatitis, not drug-induced liver injury.

5. **Studies on PBC or PSC without AIH comparison** - No, this is specifically about AIH (type 1 autoimmune hepatitis).

**Overall Assessment:**
The citation clearly meets the core inclusion criteria: it examines CTLA-4 (a specified checkpoint receptor) genetic variants in autoimmune hepatitis patients. Despite the lack of an abstract, the title provides sufficient information to determine relevance to the review objectives.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:25:19.269613
302,Association of polymorphisms in non-classic MHC genes with susceptibility to autoimmune hepatitis.,,,10.1016/s1499-3872(12)60136-2,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Available Information:**
- Title: ""Association of polymorphisms in non-classic MHC genes with susceptibility to autoimmune hepatitis""
- No abstract available
- No author, year, or journal information provided

**Evaluation against Inclusion Criteria:**

1. **Original research articles**: The title suggests this is likely an original research article examining genetic associations (polymorphisms), which typically involves original data analysis.

2. **Studies examining expression, function, or genetic variants of target checkpoint receptors**: The title mentions ""non-classic MHC genes"" - NOT the specific checkpoint receptors listed (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, or CD200R). Non-classic MHC genes typically refer to HLA-E, HLA-F, HLA-G, and similar molecules, which are different from the checkpoint receptors of interest.

3. **Studies in patients with AIH or animal models**: The title explicitly mentions ""autoimmune hepatitis,"" so this criterion appears to be met.

4. **Studies comparing AIH to controls**: The title mentions ""susceptibility to autoimmune hepatitis,"" which typically implies comparison groups, though this is not certain.

5. **Published in English**: Cannot determine from available information.

**Evaluation against Exclusion Criteria:**
- Cannot definitively rule out any exclusion criteria due to lack of abstract and full information.

**Critical Issue:**
The main concern is that the study focuses on ""non-classic MHC genes"" rather than the specific checkpoint receptors listed in the inclusion criteria. These are distinct molecular entities with different functions, though both are involved in immune regulation.

**Decision Approach:**
Given the instruction to lean towards INCLUDE when information is insufficient, and considering that without an abstract I cannot definitively confirm the study does NOT involve any of the target checkpoint receptors, I must weigh the clear mismatch in the gene families mentioned.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:25:30.961605
160,Association of the HLA locus and TNF with type I autoimmune hepatitis susceptibility in New Zealand Caucasians.,,,10.1186/2193-1801-2-355,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Analyzing the Title:**
- The study focuses on ""type I autoimmune hepatitis"" - this directly matches the condition of interest (AIH)
- It examines ""HLA locus and TNF"" associations with AIH susceptibility
- The population is ""New Zealand Caucasians""
- This appears to be a genetic association study

**Checking Inclusion Criteria:**
1. Original research articles - The title suggests this is an original research study examining genetic associations
2. Studies examining checkpoint receptors (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R) - The study focuses on HLA and TNF, which are NOT among the checkpoint receptors listed in the protocol
3. Studies in patients with AIH - YES, this is clearly about type I autoimmune hepatitis
4. Studies comparing AIH to controls - Likely, given it's a susceptibility/association study
5. Published in English - Cannot determine from title alone, but likely given the journal context

**Checking Exclusion Criteria:**
1. Conference abstract - Cannot determine from information provided
2. Review article/editorial - Appears to be original research based on title
3. Case report <3 patients - Unlikely given it's an association study
4. Studies exclusively on ICI-DILI - NO, this is about type I AIH
5. Studies on PBC/PSC without AIH - NO, this is specifically about AIH

**Critical Issue:**
The main problem is that this study examines HLA and TNF, which are NOT among the inhibitory checkpoint receptors specified in the protocol (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R). The study does not appear to examine any of the checkpoint receptors of interest.

**Abstract Availability:**
The abstract is not available, which creates uncertainty. However, the title is quite specific about examining HLA and TNF, making it unlikely that checkpoint receptors are the focus.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:25:42.886588
262,Astaxanthin Alleviates Autoimmune Hepatitis by Modulating CD8(+) T Cells: Insights From Mass Cytometry and Single-Cell RNA Sequencing Analyses.,,,10.1002/advs.202403148,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Assessing Inclusion Criteria:**

1. **Original research article**: The title suggests this is an original research study using mass cytometry and single-cell RNA sequencing, which are advanced research methodologies. This appears to be original research.

2. **Studies examining checkpoint receptors**: The study focuses on CD8+ T cells in autoimmune hepatitis. While the title doesn't explicitly mention the specific checkpoint receptors listed (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R), the use of mass cytometry and single-cell RNA sequencing to characterize CD8+ T cells could potentially include analysis of these checkpoint receptors, as these are comprehensive profiling techniques that often examine immune checkpoint molecules on T cells.

3. **Studies in AIH patients or animal models**: The study explicitly mentions autoimmune hepatitis, meeting this criterion.

4. **Comparison to controls**: Not clear from the title alone, but the methodology suggests comparative analysis.

5. **Published in English**: The title is in English, suggesting the article is in English.

**Assessing Exclusion Criteria:**

1. **Conference abstract**: Cannot determine from the information provided
2. **Review article/editorial**: The methodology mentioned suggests original research, not a review
3. **Case report <3 patients**: Unlikely given the advanced methodologies used
4. **Exclusively on ICI-DILI**: The study is about astaxanthin treatment, not checkpoint inhibitor drugs
5. **PBC/PSC without AIH**: The study is specifically about AIH

**Key Consideration:**
The abstract is not available, making it difficult to confirm whether the specific checkpoint receptors of interest are examined. However, given that:
- Mass cytometry and single-cell RNA sequencing are comprehensive immune profiling techniques
- CD8+ T cells are a primary focus, and checkpoint receptors are commonly expressed on these cells
- The instruction states to ""lean towards INCLUDE to avoid missing potentially relevant studies (high sensitivity approach)"" when abstract information is insufficient",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:25:54.196078
235,Autoimmune Colitis and Subsequent CMV-induced Hepatitis After Treatment With Ipilimumab.,,,10.1097/CJI.0000000000000081,exclude,"1. **Study Type Assessment**: The title suggests this is a case report or case series describing adverse events after treatment with Ipilimumab (an immune checkpoint inhibitor).

2. **Topic Relevance**:
   - The study describes ""autoimmune colitis"" and ""CMV-induced hepatitis"" following Ipilimumab treatment
   - Ipilimumab is a CTLA-4 checkpoint inhibitor used in cancer immunotherapy
   - This appears to be about immune checkpoint inhibitor-induced adverse events, NOT about autoimmune hepatitis (AIH) as a primary disease

3. **Exclusion Criteria Application**:
   - **Exclusion criterion #4** specifically states: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)""
   - This study describes hepatitis induced by checkpoint inhibitor treatment (ipilimumab), which falls under ICI-DILI
   - Additionally, the hepatitis described is CMV-induced (viral), not autoimmune hepatitis

4. **Inclusion Criteria Assessment**:
   - Does NOT study patients with autoimmune hepatitis (criterion #3)
   - Does NOT study AIH pathogenesis or the role of checkpoint receptors IN AIH
   - Instead, studies adverse effects FROM checkpoint inhibitor therapy

5. **Case Report Consideration**:
   - The title format suggests this may be a case report with likely fewer than 3 patients (exclusion criterion #3)

6. **Abstract Availability**: While the abstract is not available, the title is sufficiently clear to determine this is about drug-induced adverse events, not AIH as a disease entity.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:26:03.248938
291,Autoimmune Hepatitis and Drug-Induced Liver Injury in Japan.,,,10.3390/jcm14134514,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Available Information:**
- Title: ""Autoimmune Hepatitis and Drug-Induced Liver Injury in Japan""
- No abstract available
- No author, year, or journal information provided

**Assessment against Inclusion Criteria:**
1. Original research articles - Cannot determine from title alone; could be original research
2. Studies examining checkpoint receptors - No indication in the title that this study examines BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, or CD200R
3. Studies in AIH patients/models - Yes, title mentions ""Autoimmune Hepatitis""
4. Comparison to controls - Cannot determine from title
5. Published in English - Cannot confirm, but title is in English

**Assessment against Exclusion Criteria:**
1. Conference abstract - Cannot determine
2. Review/editorial/commentary - Cannot determine from title alone
3. Case report <3 patients - Cannot determine
4. Studies exclusively on checkpoint inhibitor drug-induced liver injury - The title mentions ""Drug-Induced Liver Injury"" which raises concern, but it's paired with ""Autoimmune Hepatitis"" so it may not be exclusively about ICI-DILI
5. PBC/PSC without AIH - Not applicable; AIH is mentioned

**Key Concerns:**
- The title suggests this may be about drug-induced liver injury alongside AIH, but does not indicate any focus on checkpoint receptors or their ligands, which is the core focus of this systematic review
- No abstract is available to clarify whether checkpoint receptors are studied
- The pairing of AIH with drug-induced liver injury in the title suggests this may be a general epidemiological or clinical study rather than one focused on immunological mechanisms

**Decision Approach:**
While the instruction suggests leaning toward INCLUDE when information is insufficient, the title provides no indication whatsoever that this study examines any of the specific checkpoint receptors that are the focus of this review. The study appears to be about AIH and DILI in general, likely epidemiological or clinical in nature.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:26:15.431424
265,Autoimmune Hepatitis: Pathophysiology.,,,10.1016/j.cld.2023.06.003,exclude,"1. **Publication Type Assessment**: The title ""Autoimmune Hepatitis: Pathophysiology"" suggests this could be a review article or book chapter rather than an original research article. The broad, general nature of the title is typical of review articles or textbook chapters that provide overviews of disease mechanisms.

2. **Lack of Information**: There is no abstract available, no author information, no journal information, and no year of publication. This makes it extremely difficult to assess whether this meets inclusion criteria.

3. **Title Analysis**: The title indicates the article is about autoimmune hepatitis pathophysiology, which is relevant to the review topic. However, it does not specifically mention any of the checkpoint receptors of interest (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R).

4. **Exclusion Criteria Check**:
   - The title format strongly suggests this may be a review article or book chapter (Exclusion criterion #2)
   - Without an abstract or full text, we cannot confirm if this contains original data
   - The broad title ""Pathophysiology"" is characteristic of review/overview articles rather than original research

5. **Inclusion Criteria Check**:
   - Cannot confirm if this is an original research article
   - Cannot confirm if it examines the specific checkpoint receptors of interest
   - The topic (AIH) is relevant, but relevance to the specific research question is unclear

6. **High Sensitivity Approach Consideration**: While the instruction suggests leaning toward INCLUDE when information is insufficient, the title itself provides a strong signal that this is likely a review article rather than original research, which is explicitly excluded.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:26:25.563800
197,Avelumab for Advanced Merkel Cell Carcinoma: Global Real-World Data on Patient Response and Survival.,,,10.2147/POR.S398151,exclude,"1. **Study Type Assessment**: The title suggests this is a study on ""real-world data"" examining patient response and survival, which appears to be an original research article reporting clinical outcomes.

2. **Subject Matter**: The study is about Avelumab (an anti-PD-L1 checkpoint inhibitor drug) used to treat Merkel Cell Carcinoma (a type of skin cancer), not autoimmune hepatitis (AIH).

3. **Relevance to Checkpoint Receptors**: While Avelumab is a checkpoint inhibitor that targets PD-L1 (a ligand for PD-1, which is one of the checkpoint receptors in the inclusion criteria), the study is focused on cancer treatment, not autoimmune hepatitis.

4. **Disease Focus**: The study examines Merkel Cell Carcinoma, which is completely unrelated to autoimmune hepatitis. There is no indication from the title that this study involves:
   - Patients with autoimmune hepatitis
   - Animal models of AIH
   - Comparison with AIH patients
   - Any connection to liver disease

5. **Exclusion Criteria Check**: While this involves checkpoint inhibitor drugs, it is not about checkpoint inhibitor drug-induced liver injury (ICI-DILI) - it's about cancer treatment efficacy.

6. **Inclusion Criteria Check**: The study fails to meet criterion #3 (studies in patients with AIH or animal models of AIH), which is fundamental to the review's scope.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:26:34.199058
